1,17096,15436,19520,21221,37231,1417,16540,12029,46037,9559,14445,26395,14216,34142,30492,5259,11243,658,15155,39936,
2,658,658,308,9949,7805,3643,5009,2536,308,8641,2248,1074,7631,2621,647,3506,1782,2248,13611,23234,
3,308,308,658,308,308,308,647,658,308,308,308,308,308,308,1225,658,308,2248,33126,7260,
4,308,308,308,15414,308,308,308,308,308,308,308,308,308,308,308,308,1281,308,23931,40179,
5,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,9417,55551,
6,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,14287,308,
7,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,18695,23675,
8,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,1247,
9,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,38859,31358,
10,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,56439,17220,
11,308,308,308,308,308,308,765,308,308,308,308,308,308,308,308,308,308,308,1200,6280,
12,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,52692,308,
13,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,28654,19641,
14,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,19475,2806,
15,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,47629,29746,
16,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,44292,28921,
17,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,22685,3782,
18,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,5066,308,
19,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,26718,55457,
20,308,308,308,308,308,308,11396,11396,308,308,308,308,308,308,308,308,308,308,27250,308,
21,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,28513,7353,
22,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,44454,25358,
23,308,308,308,308,308,353,308,308,13296,308,308,353,308,353,308,308,308,308,23679,6648,
24,308,308,308,308,308,308,5126,308,308,308,308,308,308,308,308,353,308,308,160,42811,
25,160,308,308,308,308,308,308,160,308,308,308,308,308,308,308,308,308,308,13475,308,
26,160,160,160,308,308,160,308,308,160,308,308,308,160,308,308,308,308,308,31174,50688,
27,160,160,160,160,160,308,160,160,308,160,308,308,160,160,160,160,308,160,160,26598,
28,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,53524,45957,
29,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,37254,160,
30,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,38819,31903,
31,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,11806,3280,
32,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,50767,
33,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,26081,3275,
34,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,18011,
35,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
36,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,25891,11883,
37,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,31888,160,
38,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,32507,
39,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,20229,160,
40,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,53360,160,
41,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,37266,2152,
42,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,9316,160,
43,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,35983,55503,
44,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,36581,
45,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,9305,57403,
46,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,23198,160,
47,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,28064,160,
48,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,40790,
49,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,15402,15845,
50,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,21788,160,
51,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,18538,
52,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,35537,33730,
53,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,5674,160,
54,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,21540,32291,
55,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,10625,
56,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,19439,160,
57,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,35646,5799,
58,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,7639,
59,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,28381,47633,
60,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,4452,
61,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,44538,160,
62,160,160,160,160,160,160,160,160,160,160,160,160,160,160,3246,160,160,160,164,50871,
63,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,47292,34441,
64,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,31828,160,
65,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,28711,160,
66,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,58024,26305,
67,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,17457,24209,
68,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,10756,160,
69,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,56530,9005,
70,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,35594,160,
71,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,5076,
72,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,17701,47251,
73,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,33838,
74,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,8600,34640,
75,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,11540,34229,
76,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,26946,
77,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,4269,29741,
78,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,37513,
79,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,38156,37995,
80,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,43888,33685,
81,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,6766,
82,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,27134,30019,
83,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,56452,160,
84,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,32051,160,
85,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,
86,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,29676,15947,
